,goal_reached,path_length,times_disturbed,is_alternative,safety_value,allowance,safety_list,graph_reference
0,True,36,3,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
1,True,36,3,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
2,False,7,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
3,True,32,2,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
4,False,7,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
5,True,32,2,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
6,False,8,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
7,True,36,4,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
8,True,34,2,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
9,False,7,2,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
10,True,30,0,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
11,False,7,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
12,False,7,2,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
13,True,30,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
14,True,30,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
15,False,8,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
16,True,32,2,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
17,True,36,4,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
18,True,32,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
19,False,5,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
20,False,5,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
21,False,7,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
22,False,7,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
23,True,30,0,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
24,False,7,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
25,False,9,2,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
26,False,5,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
27,True,34,2,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
28,False,9,2,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
29,True,38,4,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
30,True,38,5,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
31,False,9,2,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
32,False,8,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
33,True,34,3,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
34,True,34,2,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
35,False,7,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
36,False,7,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
37,True,32,2,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
38,False,5,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
39,False,7,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
40,False,9,2,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
41,True,36,4,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
42,False,5,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
43,True,38,6,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
44,False,8,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
45,True,30,2,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
46,False,5,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
47,True,34,2,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
48,False,5,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
49,False,5,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
50,False,7,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
51,False,5,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
52,True,30,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
53,False,8,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
54,False,5,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
55,False,5,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
56,True,30,0,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
57,False,7,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
58,False,8,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
59,True,32,2,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
60,False,9,2,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
61,False,12,3,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
62,True,30,0,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
63,False,7,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
64,False,8,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
65,False,8,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
66,False,7,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
67,False,7,2,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
68,True,30,2,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
69,False,5,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
70,False,7,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
71,False,10,2,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
72,True,34,2,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
73,False,5,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
74,True,38,4,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
75,True,30,0,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
76,False,5,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
77,True,34,3,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
78,False,5,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
79,True,32,3,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
80,True,30,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
81,True,36,3,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
82,False,7,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
83,True,30,3,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
84,False,5,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
85,False,5,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
86,True,36,7,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
87,False,7,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
88,False,8,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
89,False,10,2,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
90,True,34,3,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
91,False,5,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
92,False,7,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
93,True,40,5,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
94,True,32,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
95,False,10,2,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
96,True,32,3,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
97,False,8,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
98,False,5,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
99,True,36,3,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
100,False,5,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
101,False,5,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
102,True,32,4,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
103,True,38,5,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
104,True,30,0,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
105,False,8,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
106,True,32,3,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
107,False,12,3,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
108,False,7,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
109,False,7,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
110,False,7,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
111,True,34,3,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
112,True,34,2,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
113,True,34,3,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
114,False,5,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
115,True,36,3,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
116,False,7,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
117,True,36,5,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
118,True,32,2,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
119,True,32,5,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
120,True,32,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
121,False,7,2,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
122,False,7,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
123,False,5,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
124,True,38,4,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
125,False,5,1,False,1,2,"[1, 2, 3, 4, 5]",17_13_48_0
