,goal_reached,path_length,times_disturbed,is_alternative,distance_saved,safety_value,allowance,safety_list,graph_reference
0,True,15,0,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
1,True,17,1,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
2,True,17,2,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
3,True,17,1,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
4,True,19,2,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
5,True,15,0,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
6,True,19,2,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
7,True,19,2,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
8,True,15,0,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
9,True,15,0,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
10,True,17,1,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
11,False,12,3,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
12,True,15,0,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
13,True,17,1,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
14,True,19,2,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
15,True,21,3,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
16,True,15,0,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
17,True,15,0,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
18,True,19,2,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
19,True,15,0,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
20,True,19,2,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
21,True,15,1,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
22,True,17,1,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
23,True,15,0,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
24,True,15,0,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
25,True,15,1,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
26,True,17,1,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
27,True,15,0,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
28,True,15,0,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
29,True,19,2,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
30,True,15,1,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
31,True,15,0,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
32,True,17,1,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
33,True,17,2,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
34,False,10,2,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
35,True,17,1,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
36,True,23,4,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
37,True,15,0,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
38,True,17,1,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
39,True,17,1,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
40,True,17,1,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
41,True,15,0,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
42,True,15,0,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
43,True,15,0,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
44,True,19,2,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
45,False,10,2,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
46,True,17,2,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
47,True,15,0,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
48,True,19,2,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
49,True,15,0,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
50,True,19,2,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
51,True,17,1,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
52,True,15,0,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
53,True,15,0,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
54,True,17,1,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
55,True,17,1,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
56,True,19,3,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
57,True,21,3,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
58,True,19,2,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
59,True,17,2,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
60,True,15,0,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
61,False,10,2,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
62,True,19,2,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
63,True,21,3,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
64,True,15,0,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
65,True,17,1,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
66,True,15,1,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
67,True,15,0,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
68,True,19,2,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
69,True,19,2,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
70,True,15,0,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
71,True,19,2,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
72,True,19,2,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
73,True,15,0,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
74,True,19,2,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
75,True,17,1,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
76,True,15,1,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
77,True,17,1,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
78,True,15,1,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
79,True,19,2,False,,1,2,"[1, 2, 3, 4, 5, 6]",J_18_16_42_46
