,goal_reached,path_length,times_disturbed,is_alternative,safety_value,allowance,safety_list,graph_reference
0,False,29,3,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",17_14_25_40
1,True,45,3,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",17_14_25_40
2,False,12,1,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",17_14_25_40
3,True,47,3,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",17_14_25_40
4,False,12,1,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",17_14_25_40
5,False,17,5,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",17_14_25_40
6,False,27,1,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",17_14_25_40
7,False,12,1,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",17_14_25_40
8,False,9,1,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",17_14_25_40
9,False,19,2,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",17_14_25_40
10,False,19,1,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",17_14_25_40
11,True,47,1,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",17_14_25_40
12,False,9,1,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",17_14_25_40
13,False,12,1,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",17_14_25_40
14,False,32,2,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",17_14_25_40
15,True,59,9,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",17_14_25_40
16,True,45,3,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",17_14_25_40
17,True,47,2,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",17_14_25_40
18,False,11,2,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",17_14_25_40
19,True,47,2,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",17_14_25_40
20,False,9,2,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",17_14_25_40
21,True,47,3,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",17_14_25_40
22,False,12,1,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",17_14_25_40
23,False,19,2,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",17_14_25_40
24,False,21,2,False,1,2,"[1, 2, 3, 4, 5, 6, 7]",17_14_25_40
